S1,S2
-0.44631890521486806,0.5760415461324571
-0.10580444324177246,1.0460175825117277
0.5791337380757604,0.6306409139627196
-0.1494333123919095,0.10886529405950823
-1.1102198719263823,0.3837862621518746
0.19726407188477968,-0.060334335706539455
2.276248522932796,-1.912880092000268
3.4743016734086245,-3.6808560168399063
3.1749637834906053,-6.342638765406996
2.956019870624039,-6.900681379335869
2.5290313744661246,-6.559616382355638
2.1504594267894874,-7.614809517053323
1.7806487717074078,-6.403452880887711
1.2960281366979056,-6.739937542446725
0.4327764667872962,-5.634232424876521
-0.19898905400692413,-7.050577033581041
-0.8912901282891557,-6.34384112171935
-0.8931795883050876,-6.672315821981733
-1.5321694816393585,-4.319805267555522
-1.1488921875592781,-2.6516760222851117
-0.25377560624233286,-1.149286216003068
-0.2485984717331387,0.0810213369334436
-1.9362834899524073,1.6133466176143525
-0.7360525165426313,-0.418116944261115
-1.6936896450055339,-2.1855957919978994
-2.4820527381945134,-2.8600146600033067
-2.4250925719590555,-2.3022463579867165
-1.975613782378269,-1.9494493035004432
1.0120700229551614,-0.8086412026901783
1.9087685563247643,-1.9160722991882433
0.03789499963111953,-2.206682381715937
0.7882194813510444,-3.352996250832738
2.4556514781989343,-2.76991665674684
3.279691609905611,-1.8152019845219949
4.212411208219223,-0.943351018039453
3.485911888701318,-1.0074079499592015
3.3909461442957363,-0.8916755019946546
3.4033648594257935,-1.1749382211839081
4.155460227640409,-2.0224173490434563
4.074248604571271,-3.2272424874501953
3.115716867325691,-3.672221845645181
2.492685222116083,-3.4503799341628247
2.144969654901634,-3.1399283550277746
1.1024002369956967,-4.079675103193251
1.7155887563388368,-6.64115938690423
3.6563512957431046,-5.116052387556826
4.421497995598988,-2.987762900430186
4.191423640105529,-3.9603903075562696
2.4274907169812945,-6.103523110655887
0.9920481461745506,-7.222274308399636
1.889687162540896,-6.133889452503638
0.28551477376518486,-6.835330719987407
-1.7870908942120654,-5.8667546160827255
-1.4662839674499055,-6.1855621590584455
-3.3214291803513865,-4.755363281795038
-2.269199104778555,-1.5199236345569864
-0.7652759474894925,-1.3451795487502178
-1.1198426229071878,-3.017587169996836
0.13863644303044875,-4.890099712982082
0.3503253965382643,-5.841976579149328
0.6782557264853906,-5.234057399477389
1.6406564715484975,-3.7693781325835203
1.2351068773364775,-1.483596190677507
-0.07393842993501742,-0.1008817212119047
-0.9769031391602384,1.8992855930912809
-0.21946124957507585,1.450273052477102
-0.5429280340600029,0.8587643280333879
-1.4708267532841748,0.5179325030345692
0.3713103375671476,0.336655987437493
2.623095926956964,0.5345066583820295
-0.004339596598494477,-0.557749468906229
-1.964377950303036,-0.5768229618132861
0.048696187154155135,-0.8536005810509918
0.20110386720160126,-0.3637337226508494
-0.018015831775310215,1.0640662143893371
-1.9628129370479108,2.849927001481687
-0.8002187128185695,4.398033122647978
-2.393986422142135,2.2684623760014206
-2.329042558536788,1.1422767210707343
-2.825734428011908,-0.9666984290899416
-2.742694317899673,-2.066154976161764
-0.40710263706442107,-2.372802695154538
-0.4845939622563375,-1.8561905163892287
-1.3763973044195756,-0.8370942027858629
-1.3448358725208407,-0.44083283588629385
-2.251542797968985,1.3446457828215712
-2.561237275879828,1.727268167688595
-2.007954999466429,1.7149782566103102
-1.3589898329841823,0.6326368542249563
0.7774495829628845,-0.11318426029279122
1.4494815070991875,-0.928049841396193
-0.6361654134196539,-0.09362685527222503
-0.5693078440651023,1.1111711383291034
-1.1673294761369395,0.7710704792853832
-1.7795907178175083,1.505961398436917
-0.7719563506075852,2.402843058919826
-0.19411609089365134,3.9962123453673613
-1.3554878549327283,5.257948518204956
-0.7179412774526639,4.405880347685861
-1.4853632033904578,3.3411978494016705
-2.3321412543449282,3.671198552884407
-0.5032036214747246,4.313489111286115
-0.8517520946253896,3.6500447828362073
-1.1749333036186775,3.6285186292997564
-0.527456097082898,3.5447325365059124
0.29699675862765484,3.2109445320805774
-0.4733918382378076,1.4491235149974433
1.0496930706298928,1.3849010223342857
0.5872254673796142,-1.173036152553013
0.11925048773952825,-1.4296056984877237
0.06557088141217185,-1.1840981899271301
0.3176751459348151,-0.20212786413969222
-0.8412510143327476,0.2805254106405024
-1.4346305988440178,1.61078937181999
-0.6575879981606286,2.036673933633156
0.4582039617992024,2.5631242545422976
0.2798610370199429,1.955639011634137
0.38706152161868274,2.4495786046507035
1.2245256878489748,0.4903768645003024
-0.3647425319036419,-1.0576837391226972
0.8815830035562281,-1.8682333322293614
-0.28567839809477236,-3.3877025965709198
-0.010965822988996843,-2.1257996776987245
-0.6463711469795037,-1.19103743151339
-0.4324686414522522,-1.0829254626929898
-0.3747389029206253,-0.1886591733529268
1.0592027474786507,0.5066215729396776
0.9561395703614276,-0.2572481630379695
2.256814369010975,-2.8721017041566195
1.567861693608079,-1.2649775418705493
0.01793541546760391,-1.0014910596752076
-1.1972232028958332,1.0171017394954882
-2.3770170167510996,1.1637151525052025
-2.3145835600815907,1.8888222266391257
-3.3669895650257553,2.465845908145842
-3.186815888269478,2.104996918858077
-1.1043222772774313,0.8641125425952051
-1.3228786319352395,2.312404512555996
0.5089439029973857,2.565651983460585
0.5071128798417337,3.5472145063759757
0.35754729196473556,2.6787201044041677
1.631146296453018,2.4781981613076716
1.396149975863394,4.258223334534226
-0.3405278564804797,4.655597121083837
-0.5677771609583377,4.353100520545089
-0.372865287489368,3.8931610244935673
-0.6561670858157083,4.670711692088794
0.6125996631790396,4.807886322544827
-0.13817275648504812,3.200995297010567
-0.11511431779732204,1.5224061233607458
0.135092528822263,-0.1547289407490381
-1.0634329830149476,-0.4377463317678032
-0.9067213589428049,0.5086982033191327
-1.0226113993057542,0.7006333398756925
-0.47550222848751117,0.32062994324772387
-1.257046785568178,-0.4121276293269175
-0.2938951244865138,-1.2702588580861636
-0.1841201208329433,-1.9851127670348374
-1.4855857594887687,-1.5080026464607663
